created_at,entry_id,Temperature,Humidity,Moisture Sensor,Light Sensor,latitude,longitude,elevation,status
2023-02-07T12:48:42+07:00,1002,28,83,1362,135,,,,Bukan Fuzzy
2023-02-07T12:49:05+07:00,1003,28,83,1279,137,,,,Bukan Fuzzy
2023-02-07T12:49:22+07:00,1004,28,83,1339,140,,,,Bukan Fuzzy
2023-02-07T12:49:41+07:00,1005,28,83,1318,142,,,,Bukan Fuzzy
2023-02-07T12:50:03+07:00,1006,28,83,1293,143,,,,Bukan Fuzzy
2023-02-07T12:50:21+07:00,1007,28,84,1441,144,,,,Bukan Fuzzy
2023-02-07T12:50:42+07:00,1008,28,83,1276,144,,,,Bukan Fuzzy
2023-02-07T12:51:02+07:00,1009,28,83,1323,146,,,,Bukan Fuzzy
2023-02-07T12:51:22+07:00,1010,28,84,1312,147,,,,Bukan Fuzzy
2023-02-07T12:51:44+07:00,1011,28,83,1290,147,,,,Bukan Fuzzy
2023-02-07T12:52:01+07:00,1012,28,84,1289,146,,,,Bukan Fuzzy
2023-02-07T12:52:22+07:00,1013,28,84,1281,146,,,,Bukan Fuzzy
2023-02-07T14:10:56+07:00,1014,28,84,1335,35,,,,Bukan Fuzzy
2023-02-07T14:11:15+07:00,1015,25,84,1272,34,,,,Bukan Fuzzy
2023-02-07T14:11:33+07:00,1016,25,84,1319,33,,,,Bukan Fuzzy
2023-02-07T14:11:52+07:00,1017,25,83,1325,32,,,,Bukan Fuzzy
2023-02-07T14:12:13+07:00,1018,25,84,1314,31,,,,Bukan Fuzzy
2023-02-07T14:12:31+07:00,1019,25,84,1314,31,,,,Bukan Fuzzy
2023-02-07T14:12:51+07:00,1020,25,84,1306,30,,,,Bukan Fuzzy
2023-02-07T14:13:11+07:00,1021,25,84,1297,30,,,,Bukan Fuzzy
2023-02-07T14:13:32+07:00,1022,25,84,1355,30,,,,Bukan Fuzzy
2023-02-07T14:13:51+07:00,1023,25,83,1298,31,,,,Bukan Fuzzy
2023-02-07T14:14:13+07:00,1024,25,84,1313,30,,,,Bukan Fuzzy
2023-02-07T14:14:34+07:00,1025,25,84,1344,30,,,,Bukan Fuzzy
2023-02-07T14:14:53+07:00,1026,25,83,1263,30,,,,Bukan Fuzzy
2023-02-07T14:15:11+07:00,1027,25,84,1331,30,,,,Bukan Fuzzy
2023-02-07T14:15:33+07:00,1028,24,83,1327,30,,,,Fuzzy
2023-02-07T14:15:51+07:00,1029,24,84,1264,30,,,,Fuzzy
2023-02-07T14:16:11+07:00,1030,25,84,1306,30,,,,Bukan Fuzzy
2023-02-07T14:16:34+07:00,1031,25,84,1252,30,,,,Bukan Fuzzy
2023-02-07T14:16:54+07:00,1032,25,83,1274,30,,,,Bukan Fuzzy
2023-02-07T14:17:14+07:00,1033,24,83,1292,30,,,,Fuzzy
2023-02-07T14:17:34+07:00,1034,24,83,1294,30,,,,Fuzzy
2023-02-07T14:17:51+07:00,1035,24,83,1288,30,,,,Fuzzy
2023-02-07T14:18:11+07:00,1036,24,84,1296,30,,,,Fuzzy
2023-02-07T14:18:32+07:00,1037,24,84,1338,31,,,,Fuzzy
2023-02-07T14:18:52+07:00,1038,24,84,1384,31,,,,Fuzzy
2023-02-07T14:19:16+07:00,1039,24,84,1286,31,,,,Fuzzy
2023-02-07T14:19:32+07:00,1040,24,83,1305,31,,,,Fuzzy
2023-02-07T14:19:53+07:00,1041,24,84,1303,32,,,,Fuzzy
2023-02-07T14:20:11+07:00,1042,24,83,1281,32,,,,Fuzzy
2023-02-07T14:20:32+07:00,1043,24,83,1289,32,,,,Fuzzy
2023-02-07T14:20:53+07:00,1044,24,83,1268,33,,,,Fuzzy
2023-02-07T14:21:20+07:00,1045,24,85,1257,33,,,,Fuzzy
2023-02-07T14:21:51+07:00,1046,24,85,1334,34,,,,Fuzzy
2023-02-07T14:22:11+07:00,1047,25,85,1330,35,,,,Bukan Fuzzy
2023-02-07T14:22:32+07:00,1048,25,84,1282,35,,,,Bukan Fuzzy
2023-02-07T14:22:53+07:00,1049,25,84,1310,36,,,,Bukan Fuzzy
2023-02-07T14:23:11+07:00,1050,25,85,1299,36,,,,Bukan Fuzzy
2023-02-07T14:23:32+07:00,1051,25,85,1289,37,,,,Bukan Fuzzy
2023-02-07T14:23:53+07:00,1052,25,84,1288,37,,,,Bukan Fuzzy
2023-02-07T14:24:11+07:00,1053,25,84,1388,38,,,,Bukan Fuzzy
2023-02-07T14:24:31+07:00,1054,25,84,1314,39,,,,Bukan Fuzzy
2023-02-07T14:24:51+07:00,1055,25,84,1358,40,,,,Bukan Fuzzy
2023-02-07T14:25:11+07:00,1056,25,84,1327,41,,,,Fuzzy
2023-02-07T14:25:33+07:00,1057,25,84,1282,41,,,,Fuzzy
2023-02-07T14:25:51+07:00,1058,25,84,1380,42,,,,Fuzzy
2023-02-07T14:26:13+07:00,1059,26,85,1363,43,,,,Fuzzy
2023-02-07T14:26:33+07:00,1060,26,85,1333,45,,,,Fuzzy
2023-02-07T14:26:51+07:00,1061,26,85,1336,45,,,,Fuzzy
2023-02-07T14:27:11+07:00,1062,26,86,1301,47,,,,Fuzzy
2023-02-07T14:27:32+07:00,1063,26,86,1271,47,,,,Fuzzy
2023-02-07T14:27:52+07:00,1064,26,87,1321,48,,,,Fuzzy
2023-02-07T14:28:19+07:00,1065,26,88,1301,48,,,,Fuzzy
2023-02-07T14:28:53+07:00,1066,26,89,1323,52,,,,Fuzzy
2023-02-07T14:29:11+07:00,1067,26,89,1285,52,,,,Fuzzy
2023-02-07T14:29:32+07:00,1068,26,89,1365,53,,,,Fuzzy
2023-02-07T14:29:52+07:00,1069,26,89,1291,54,,,,Fuzzy
2023-02-07T14:30:11+07:00,1070,26,89,1282,56,,,,Bukan Fuzzy
2023-02-07T14:30:32+07:00,1071,26,89,1321,57,,,,Bukan Fuzzy
2023-02-07T14:30:57+07:00,1072,26,88,1330,58,,,,Bukan Fuzzy
2023-02-07T14:31:33+07:00,1073,26,89,1304,60,,,,Bukan Fuzzy
2023-02-07T14:31:53+07:00,1074,26,88,1302,61,,,,Bukan Fuzzy
2023-02-07T14:32:11+07:00,1075,26,89,1293,61,,,,Bukan Fuzzy
2023-02-07T14:32:35+07:00,1076,26,89,1285,62,,,,Bukan Fuzzy
2023-02-07T14:32:51+07:00,1077,27,89,1243,62,,,,Bukan Fuzzy
2023-02-07T14:33:11+07:00,1078,27,89,1316,63,,,,Bukan Fuzzy
2023-02-07T14:33:32+07:00,1079,27,89,1291,64,,,,Bukan Fuzzy
2023-02-07T14:33:51+07:00,1080,27,89,1289,63,,,,Bukan Fuzzy
2023-02-07T14:34:11+07:00,1081,27,88,1280,64,,,,Bukan Fuzzy
2023-02-07T14:34:32+07:00,1082,27,89,1354,64,,,,Bukan Fuzzy
2023-02-07T14:34:51+07:00,1083,27,89,1297,64,,,,Bukan Fuzzy
2023-02-07T14:35:11+07:00,1084,27,89,1263,63,,,,Bukan Fuzzy
2023-02-07T14:35:31+07:00,1085,27,89,1286,64,,,,Bukan Fuzzy
2023-02-07T14:35:51+07:00,1086,27,89,1322,63,,,,Bukan Fuzzy
2023-02-07T14:36:15+07:00,1087,27,89,1342,64,,,,Bukan Fuzzy
2023-02-07T14:36:32+07:00,1088,27,89,1334,63,,,,Bukan Fuzzy
2023-02-07T14:36:53+07:00,1089,27,89,1276,63,,,,Bukan Fuzzy
2023-02-07T14:37:11+07:00,1090,27,89,1285,62,,,,Bukan Fuzzy
2023-02-07T14:37:33+07:00,1091,27,89,1293,63,,,,Bukan Fuzzy
2023-02-07T14:37:51+07:00,1092,27,89,1281,62,,,,Bukan Fuzzy
2023-02-07T14:38:11+07:00,1093,27,90,1322,62,,,,Bukan Fuzzy
2023-02-07T14:38:32+07:00,1094,27,90,1280,63,,,,Bukan Fuzzy
2023-02-07T14:38:51+07:00,1095,27,90,1326,62,,,,Bukan Fuzzy
2023-02-07T14:39:11+07:00,1096,27,90,1300,62,,,,Bukan Fuzzy
2023-02-07T14:39:32+07:00,1097,27,90,1326,62,,,,Bukan Fuzzy
2023-02-07T14:39:51+07:00,1098,27,90,1272,62,,,,Bukan Fuzzy
2023-02-07T14:40:11+07:00,1099,27,90,1293,62,,,,Bukan Fuzzy
2023-02-07T14:40:33+07:00,1100,27,90,1330,62,,,,Bukan Fuzzy
2023-02-07T14:40:54+07:00,1101,27,90,1297,62,,,,Bukan Fuzzy
2023-02-07T14:41:13+07:00,1102,27,90,1319,61,,,,Bukan Fuzzy
2023-02-07T14:41:32+07:00,1103,27,90,1320,61,,,,Bukan Fuzzy
2023-02-07T14:41:53+07:00,1104,27,91,1325,61,,,,Bukan Fuzzy
2023-02-07T14:42:13+07:00,1105,27,90,1342,61,,,,Bukan Fuzzy
2023-02-07T14:42:32+07:00,1106,27,90,1339,61,,,,Bukan Fuzzy
2023-02-07T14:42:55+07:00,1107,27,90,1326,62,,,,Bukan Fuzzy
2023-02-07T14:43:14+07:00,1108,27,90,1321,62,,,,Bukan Fuzzy
2023-02-07T14:43:34+07:00,1109,27,90,1276,62,,,,Bukan Fuzzy
2023-02-07T14:43:53+07:00,1110,27,90,1296,63,,,,Bukan Fuzzy
2023-02-07T14:44:14+07:00,1111,27,90,1260,64,,,,Bukan Fuzzy
2023-02-07T14:44:33+07:00,1112,27,90,1303,64,,,,Bukan Fuzzy
2023-02-07T14:44:56+07:00,1113,27,90,1307,65,,,,Bukan Fuzzy
2023-02-07T14:45:13+07:00,1114,27,90,1314,66,,,,Bukan Fuzzy
2023-02-07T14:45:36+07:00,1115,27,90,1307,67,,,,Bukan Fuzzy
2023-02-07T14:45:53+07:00,1116,27,89,1358,66,,,,Bukan Fuzzy
2023-02-07T14:46:17+07:00,1117,27,90,1299,66,,,,Bukan Fuzzy
2023-02-07T14:46:33+07:00,1118,27,90,1286,48,,,,Fuzzy
2023-02-07T14:46:53+07:00,1119,27,90,1285,45,,,,Fuzzy
2023-02-07T14:47:13+07:00,1120,27,90,1327,68,,,,Bukan Fuzzy
2023-02-07T14:47:34+07:00,1121,27,90,1376,66,,,,Bukan Fuzzy
2023-02-07T14:47:55+07:00,1122,27,90,1312,66,,,,Bukan Fuzzy
2023-02-07T14:48:16+07:00,1123,27,89,1293,64,,,,Bukan Fuzzy
2023-02-07T14:48:34+07:00,1124,27,90,1279,69,,,,Bukan Fuzzy
2023-02-07T14:48:55+07:00,1125,27,90,1258,68,,,,Bukan Fuzzy
2023-02-07T14:49:14+07:00,1126,27,90,1345,66,,,,Bukan Fuzzy
2023-02-07T14:49:35+07:00,1127,27,90,1317,65,,,,Bukan Fuzzy
2023-02-07T14:49:55+07:00,1128,27,90,1323,63,,,,Bukan Fuzzy
2023-02-07T14:50:15+07:00,1129,27,90,1286,62,,,,Bukan Fuzzy
2023-02-07T14:50:35+07:00,1130,27,90,1281,61,,,,Bukan Fuzzy
2023-02-07T14:50:54+07:00,1131,27,90,1291,59,,,,Bukan Fuzzy
2023-02-07T14:51:14+07:00,1132,27,90,1357,58,,,,Bukan Fuzzy
2023-02-07T14:51:34+07:00,1133,27,90,1243,56,,,,Bukan Fuzzy
2023-02-07T14:51:55+07:00,1134,27,90,1317,56,,,,Bukan Fuzzy
2023-02-07T14:52:16+07:00,1135,27,90,1298,55,,,,Bukan Fuzzy
2023-02-07T14:52:35+07:00,1136,27,90,1332,54,,,,Fuzzy
2023-02-07T14:53:00+07:00,1137,27,90,1256,53,,,,Fuzzy
2023-02-07T14:53:19+07:00,1138,27,90,1296,53,,,,Fuzzy
2023-02-07T14:53:37+07:00,1139,27,90,1339,53,,,,Fuzzy
2023-02-07T14:53:59+07:00,1140,27,90,1345,52,,,,Fuzzy
2023-02-07T14:54:15+07:00,1141,27,90,1279,51,,,,Fuzzy
2023-02-07T14:54:39+07:00,1142,27,90,1383,50,,,,Fuzzy
2023-02-07T14:54:59+07:00,1143,28,91,1278,49,,,,Fuzzy
2023-02-07T14:55:15+07:00,1144,28,91,1326,48,,,,Fuzzy
2023-02-07T14:55:41+07:00,1145,28,90,1127,48,,,,Fuzzy
2023-02-07T14:55:56+07:00,1146,28,91,1301,46,,,,Fuzzy
2023-02-07T14:56:18+07:00,1147,28,91,1311,45,,,,Fuzzy
2023-02-07T14:56:35+07:00,1148,28,91,1293,44,,,,Fuzzy
2023-02-07T14:56:54+07:00,1149,28,91,1297,43,,,,Fuzzy
2023-02-07T14:57:14+07:00,1150,28,91,1405,41,,,,Fuzzy
2023-02-07T14:57:35+07:00,1151,28,90,1273,40,,,,Fuzzy
2023-02-07T14:57:54+07:00,1152,28,91,1301,38,,,,Fuzzy
2023-02-07T14:58:18+07:00,1153,28,90,1292,36,,,,Fuzzy
2023-02-07T14:58:34+07:00,1154,28,90,1376,35,,,,Fuzzy
2023-02-07T14:58:54+07:00,1155,28,91,1237,33,,,,Bukan Fuzzy
2023-02-07T14:59:15+07:00,1156,28,91,1279,24,,,,Bukan Fuzzy
2023-02-07T14:59:38+07:00,1157,28,91,1128,23,,,,Bukan Fuzzy
2023-02-07T14:59:55+07:00,1158,28,91,1287,27,,,,Bukan Fuzzy
2023-02-07T15:00:26+07:00,1159,28,91,1247,26,,,,Bukan Fuzzy
2023-02-07T15:00:41+07:00,1160,28,91,1356,26,,,,Bukan Fuzzy
2023-02-07T15:08:54+07:00,1161,28,91,1278,18,,,,Bukan Fuzzy
2023-02-07T15:09:12+07:00,1162,28,91,1326,17,,,,Bukan Fuzzy
2023-02-07T15:09:33+07:00,1163,28,91,1264,15,,,,Bukan Fuzzy
2023-02-07T15:09:54+07:00,1164,28,91,1312,11,,,,Bukan Fuzzy
2023-02-07T15:10:13+07:00,1165,28,91,1312,13,,,,Bukan Fuzzy
2023-02-07T15:10:33+07:00,1166,28,92,1290,13,,,,Bukan Fuzzy
2023-02-07T15:10:54+07:00,1167,28,91,1329,13,,,,Bukan Fuzzy
2023-02-07T15:11:12+07:00,1168,28,91,1312,12,,,,Bukan Fuzzy
2023-02-07T15:11:36+07:00,1169,28,91,1339,11,,,,Bukan Fuzzy
2023-02-07T15:11:55+07:00,1170,28,91,1328,11,,,,Bukan Fuzzy
2023-02-07T15:12:14+07:00,1171,28,91,1276,11,,,,Bukan Fuzzy
2023-02-07T15:12:35+07:00,1172,28,91,1352,10,,,,Bukan Fuzzy
2023-02-07T15:12:52+07:00,1173,28,91,1226,10,,,,Bukan Fuzzy
2023-02-07T15:13:12+07:00,1174,28,91,1260,9,,,,Bukan Fuzzy
2023-02-07T15:13:33+07:00,1175,28,91,1253,9,,,,Bukan Fuzzy
2023-02-07T15:13:53+07:00,1176,28,91,1322,9,,,,Bukan Fuzzy
2023-02-07T15:14:12+07:00,1177,28,91,1265,8,,,,Bukan Fuzzy
2023-02-07T15:14:34+07:00,1178,28,91,1301,8,,,,Bukan Fuzzy
2023-02-07T15:14:53+07:00,1179,28,91,1210,8,,,,Bukan Fuzzy
2023-02-07T15:15:12+07:00,1180,28,91,1332,8,,,,Bukan Fuzzy
2023-02-07T15:15:35+07:00,1181,28,91,1226,8,,,,Bukan Fuzzy
2023-02-07T15:15:53+07:00,1182,28,91,1294,8,,,,Bukan Fuzzy
2023-02-07T15:16:18+07:00,1183,28,91,1309,7,,,,Bukan Fuzzy
2023-02-07T15:16:52+07:00,1184,28,91,1310,7,,,,Bukan Fuzzy
2023-02-07T15:17:14+07:00,1185,28,91,1269,8,,,,Bukan Fuzzy
2023-02-07T15:17:34+07:00,1186,28,92,1330,7,,,,Bukan Fuzzy
2023-02-07T15:17:52+07:00,1187,28,91,1326,7,,,,Bukan Fuzzy
2023-02-07T15:18:15+07:00,1188,28,91,1305,7,,,,Bukan Fuzzy
2023-02-07T15:18:33+07:00,1189,28,92,1352,7,,,,Bukan Fuzzy
2023-02-07T15:18:59+07:00,1190,28,92,1235,7,,,,Bukan Fuzzy
2023-02-07T15:19:33+07:00,1191,28,92,1326,8,,,,Bukan Fuzzy
2023-02-07T15:19:54+07:00,1192,28,92,1316,8,,,,Bukan Fuzzy
2023-02-07T15:20:12+07:00,1193,28,92,1301,8,,,,Bukan Fuzzy
2023-02-07T15:20:38+07:00,1194,28,92,1310,8,,,,Bukan Fuzzy
2023-02-07T15:21:14+07:00,1195,28,92,1343,8,,,,Bukan Fuzzy
2023-02-07T15:21:36+07:00,1196,28,92,1279,8,,,,Bukan Fuzzy
2023-02-07T15:21:52+07:00,1197,28,92,1314,8,,,,Bukan Fuzzy
2023-02-07T15:22:13+07:00,1198,28,92,1321,8,,,,Bukan Fuzzy
2023-02-07T15:22:35+07:00,1199,28,93,1315,7,,,,Bukan Fuzzy
2023-02-07T15:22:52+07:00,1200,28,93,1355,7,,,,Bukan Fuzzy
2023-02-07T15:23:12+07:00,1201,28,92,1262,7,,,,Bukan Fuzzy
2023-02-07T15:23:33+07:00,1202,28,93,1272,7,,,,Bukan Fuzzy
2023-02-07T15:23:52+07:00,1203,28,93,1317,8,,,,Bukan Fuzzy
2023-02-07T15:24:13+07:00,1204,28,94,1273,7,,,,Bukan Fuzzy
2023-02-07T15:24:33+07:00,1205,28,93,1292,7,,,,Bukan Fuzzy
2023-02-07T15:24:53+07:00,1206,28,93,1250,7,,,,Bukan Fuzzy
2023-02-07T15:25:15+07:00,1207,28,92,1263,7,,,,Bukan Fuzzy
2023-02-07T15:25:34+07:00,1208,28,92,1347,7,,,,Bukan Fuzzy
2023-02-07T15:25:57+07:00,1209,28,92,1338,7,,,,Bukan Fuzzy
2023-02-07T15:26:15+07:00,1210,28,93,1228,8,,,,Bukan Fuzzy
2023-02-07T15:26:34+07:00,1211,28,93,1299,8,,,,Bukan Fuzzy
2023-02-07T15:26:54+07:00,1212,28,93,1329,7,,,,Bukan Fuzzy
2023-02-07T15:27:14+07:00,1213,28,93,1332,7,,,,Bukan Fuzzy
2023-02-07T15:27:37+07:00,1214,28,94,1281,7,,,,Bukan Fuzzy
2023-02-07T15:27:55+07:00,1215,28,93,1265,7,,,,Bukan Fuzzy
2023-02-07T15:28:14+07:00,1216,28,93,1237,7,,,,Bukan Fuzzy
2023-02-07T15:28:34+07:00,1217,28,93,1278,8,,,,Bukan Fuzzy
2023-02-07T15:28:54+07:00,1218,28,93,1274,7,,,,Bukan Fuzzy
2023-02-07T15:29:15+07:00,1219,28,93,1340,8,,,,Bukan Fuzzy
2023-02-07T15:29:35+07:00,1220,28,93,1257,7,,,,Bukan Fuzzy
2023-02-07T15:29:54+07:00,1221,28,94,1266,7,,,,Bukan Fuzzy
2023-02-07T15:30:14+07:00,1222,28,93,1397,7,,,,Bukan Fuzzy
2023-02-07T15:30:35+07:00,1223,28,93,1281,7,,,,Bukan Fuzzy
2023-02-07T15:30:54+07:00,1224,28,93,1305,7,,,,Bukan Fuzzy
2023-02-07T15:31:15+07:00,1225,28,93,1316,7,,,,Bukan Fuzzy
2023-02-07T15:31:34+07:00,1226,28,94,1372,7,,,,Bukan Fuzzy
2023-02-07T15:31:54+07:00,1227,28,93,1293,7,,,,Bukan Fuzzy
2023-02-07T15:32:14+07:00,1228,28,93,1313,7,,,,Bukan Fuzzy
2023-02-07T15:32:36+07:00,1229,28,94,1324,7,,,,Bukan Fuzzy
2023-02-07T15:32:55+07:00,1230,28,94,1240,7,,,,Bukan Fuzzy
2023-02-07T15:33:14+07:00,1231,28,94,1336,7,,,,Bukan Fuzzy
2023-02-07T15:33:34+07:00,1232,28,93,1334,7,,,,Bukan Fuzzy
2023-02-07T15:33:55+07:00,1233,28,93,1314,7,,,,Bukan Fuzzy
2023-02-07T15:34:14+07:00,1234,28,93,1281,7,,,,Bukan Fuzzy
2023-02-07T15:34:38+07:00,1235,28,93,1268,7,,,,Bukan Fuzzy
2023-02-07T15:34:55+07:00,1236,28,93,1325,8,,,,Bukan Fuzzy
2023-02-07T15:35:14+07:00,1237,28,93,1277,7,,,,Bukan Fuzzy
2023-02-07T15:35:35+07:00,1238,28,93,1321,8,,,,Bukan Fuzzy
2023-02-07T15:35:54+07:00,1239,28,93,1242,8,,,,Bukan Fuzzy
2023-02-07T15:36:14+07:00,1240,28,93,1328,8,,,,Bukan Fuzzy
2023-02-07T15:36:34+07:00,1241,28,94,1283,9,,,,Bukan Fuzzy
2023-02-07T15:36:55+07:00,1242,28,94,1307,10,,,,Bukan Fuzzy
2023-02-07T15:37:17+07:00,1243,28,94,1292,10,,,,Bukan Fuzzy
2023-02-07T15:37:34+07:00,1244,28,93,1275,10,,,,Bukan Fuzzy
2023-02-07T15:37:59+07:00,1245,28,94,1301,10,,,,Bukan Fuzzy
2023-02-07T15:38:35+07:00,1246,28,94,1274,11,,,,Bukan Fuzzy
2023-02-07T15:38:55+07:00,1247,28,94,1293,11,,,,Bukan Fuzzy
2023-02-07T15:39:16+07:00,1248,28,95,1268,12,,,,Bukan Fuzzy
2023-02-07T15:39:35+07:00,1249,28,95,1282,12,,,,Bukan Fuzzy
2023-02-07T15:39:56+07:00,1250,28,95,1243,12,,,,Bukan Fuzzy
2023-02-07T15:40:15+07:00,1251,28,95,1335,12,,,,Bukan Fuzzy
2023-02-07T15:40:35+07:00,1252,28,95,1337,12,,,,Bukan Fuzzy
2023-02-07T15:40:57+07:00,1253,28,95,1181,12,,,,Bukan Fuzzy
2023-02-07T15:41:14+07:00,1254,28,95,1327,13,,,,Bukan Fuzzy
2023-02-07T15:41:34+07:00,1255,28,95,1135,13,,,,Bukan Fuzzy
2023-02-07T15:41:55+07:00,1256,28,95,1397,13,,,,Bukan Fuzzy
2023-02-07T15:42:14+07:00,1257,28,95,1141,13,,,,Bukan Fuzzy
2023-02-07T15:42:34+07:00,1258,28,95,1322,13,,,,Bukan Fuzzy
2023-02-07T15:42:55+07:00,1259,28,95,1268,13,,,,Bukan Fuzzy
2023-02-07T15:43:14+07:00,1260,28,95,1305,13,,,,Bukan Fuzzy
2023-02-07T15:43:34+07:00,1261,28,95,1303,12,,,,Bukan Fuzzy
2023-02-07T15:43:56+07:00,1262,28,95,1273,13,,,,Bukan Fuzzy
2023-02-07T15:44:16+07:00,1263,28,95,1320,12,,,,Bukan Fuzzy
2023-02-07T15:44:34+07:00,1264,28,95,1338,12,,,,Bukan Fuzzy
2023-02-07T15:44:54+07:00,1265,28,95,1310,12,,,,Bukan Fuzzy
2023-02-07T15:45:15+07:00,1266,28,95,1215,12,,,,Bukan Fuzzy
2023-02-07T15:45:34+07:00,1267,28,95,1329,12,,,,Bukan Fuzzy
2023-02-07T15:45:54+07:00,1268,28,95,1343,12,,,,Bukan Fuzzy
2023-02-07T15:46:14+07:00,1269,28,95,1174,11,,,,Bukan Fuzzy
2023-02-07T15:46:35+07:00,1270,28,95,1345,12,,,,Bukan Fuzzy
2023-02-07T15:46:54+07:00,1271,28,95,1306,12,,,,Bukan Fuzzy
2023-02-07T15:47:16+07:00,1272,28,95,1325,11,,,,Bukan Fuzzy
2023-02-07T15:47:34+07:00,1273,28,95,1271,10,,,,Bukan Fuzzy
2023-02-07T15:47:55+07:00,1274,28,95,1275,11,,,,Bukan Fuzzy
2023-02-07T15:48:15+07:00,1275,28,95,1393,11,,,,Bukan Fuzzy
2023-02-07T15:48:35+07:00,1276,28,95,1290,10,,,,Bukan Fuzzy
2023-02-07T15:49:04+07:00,1277,28,95,1333,11,,,,Bukan Fuzzy
2023-02-07T15:49:35+07:00,1278,28,95,1287,11,,,,Bukan Fuzzy
2023-02-07T15:49:56+07:00,1279,28,95,1295,11,,,,Bukan Fuzzy
2023-02-07T15:50:15+07:00,1280,28,95,1347,11,,,,Bukan Fuzzy
2023-02-07T15:50:35+07:00,1281,28,95,1320,11,,,,Bukan Fuzzy
2023-02-07T15:50:57+07:00,1282,28,95,1334,11,,,,Bukan Fuzzy
2023-02-07T15:51:17+07:00,1283,28,95,1363,11,,,,Bukan Fuzzy
2023-02-07T15:51:34+07:00,1284,28,95,1334,11,,,,Bukan Fuzzy
2023-02-07T15:51:55+07:00,1285,28,95,1272,11,,,,Bukan Fuzzy
2023-02-07T15:52:14+07:00,1286,28,95,1305,12,,,,Bukan Fuzzy
2023-02-07T15:52:35+07:00,1287,28,95,1307,12,,,,Bukan Fuzzy
2023-02-07T15:52:54+07:00,1288,28,95,1345,13,,,,Bukan Fuzzy
2023-02-07T15:53:18+07:00,1289,28,95,1276,13,,,,Bukan Fuzzy
2023-02-07T15:53:34+07:00,1290,28,95,1285,13,,,,Bukan Fuzzy
2023-02-07T15:53:55+07:00,1291,28,94,1283,13,,,,Bukan Fuzzy
2023-02-07T15:54:14+07:00,1292,28,94,1328,14,,,,Bukan Fuzzy
2023-02-07T15:54:34+07:00,1293,28,95,1303,13,,,,Bukan Fuzzy
2023-02-07T15:54:54+07:00,1294,28,95,1401,14,,,,Bukan Fuzzy
2023-02-07T15:55:14+07:00,1295,28,95,1260,14,,,,Bukan Fuzzy
2023-02-07T15:55:34+07:00,1296,28,95,1310,14,,,,Bukan Fuzzy
2023-02-07T15:55:54+07:00,1297,28,95,1331,14,,,,Bukan Fuzzy
2023-02-07T15:56:15+07:00,1298,28,95,1276,14,,,,Bukan Fuzzy
2023-02-07T15:56:34+07:00,1299,28,95,1314,14,,,,Bukan Fuzzy
2023-02-07T15:56:59+07:00,1300,28,94,1185,14,,,,Bukan Fuzzy
2023-02-07T15:57:36+07:00,1301,28,95,1250,13,,,,Bukan Fuzzy
2023-02-07T15:57:55+07:00,1302,28,95,1240,13,,,,Bukan Fuzzy
2023-02-07T15:58:14+07:00,1303,28,95,1298,13,,,,Bukan Fuzzy
2023-02-07T15:58:35+07:00,1304,28,95,1333,13,,,,Bukan Fuzzy
2023-02-07T15:58:56+07:00,1305,28,95,1290,13,,,,Bukan Fuzzy
2023-02-07T15:59:16+07:00,1306,28,95,1335,13,,,,Bukan Fuzzy
2023-02-07T15:59:39+07:00,1307,27,94,1267,13,,,,Bukan Fuzzy
2023-02-07T16:00:14+07:00,1308,27,94,1289,11,,,,Bukan Fuzzy
2023-02-07T16:00:35+07:00,1309,27,94,1339,11,,,,Bukan Fuzzy
2023-02-07T16:00:55+07:00,1310,27,94,1355,11,,,,Bukan Fuzzy
2023-02-07T16:01:14+07:00,1311,27,94,1258,11,,,,Bukan Fuzzy
2023-02-07T16:01:34+07:00,1312,27,94,1273,10,,,,Bukan Fuzzy
2023-02-07T16:01:57+07:00,1313,27,94,1292,10,,,,Bukan Fuzzy
2023-02-07T16:02:16+07:00,1314,27,94,1283,10,,,,Bukan Fuzzy
2023-02-07T16:02:34+07:00,1315,27,94,1276,10,,,,Bukan Fuzzy
2023-02-07T16:02:54+07:00,1316,28,95,1373,10,,,,Bukan Fuzzy
2023-02-07T16:03:17+07:00,1317,28,95,1331,10,,,,Bukan Fuzzy
2023-02-07T16:03:34+07:00,1318,28,95,1327,10,,,,Bukan Fuzzy
2023-02-07T16:03:54+07:00,1319,28,94,1284,14,,,,Bukan Fuzzy
2023-02-07T16:04:17+07:00,1320,28,94,1310,10,,,,Bukan Fuzzy
2023-02-07T16:04:34+07:00,1321,28,95,1309,10,,,,Bukan Fuzzy
2023-02-07T16:04:55+07:00,1322,28,95,1351,10,,,,Bukan Fuzzy
2023-02-07T16:05:14+07:00,1323,28,95,1370,10,,,,Bukan Fuzzy
2023-02-07T16:05:34+07:00,1324,27,94,1377,10,,,,Bukan Fuzzy
2023-02-07T16:05:55+07:00,1325,28,95,1289,10,,,,Bukan Fuzzy
2023-02-07T16:06:14+07:00,1326,28,95,1345,9,,,,Bukan Fuzzy
2023-02-07T16:06:35+07:00,1327,28,95,1332,10,,,,Bukan Fuzzy
2023-02-07T16:06:56+07:00,1328,28,95,1269,10,,,,Bukan Fuzzy
2023-02-07T16:07:14+07:00,1329,28,95,1297,10,,,,Bukan Fuzzy
2023-02-07T16:07:34+07:00,1330,28,95,1301,10,,,,Bukan Fuzzy
